Text,Text_Clean,Sentiment,Platform,Timestamp,User,Hashtags,Likes,Retweets,Country,Text_Length,Word_Count,Year,Month,Day,Hour,Date
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'.",dancing to shakiras rhythmic beats hips swaying to the hypnotic charm of hips dont lie,Hypnotic,Facebook,2022-02-28 21:15:00,ShakiraHipsDancer,#Hypnotic #ShakiraRhythms,55.0,28.0,Colombia,92,15,2022,2,28,21,2022-02-28
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection.",at a u2 concert the anthemic chords of with or without you create a timeless moment of connection,Connection,Instagram,2016-05-15 19:30:00,U2ConnectionSeeker,#Connection #U2Anthem,50.0,25.0,Ireland,101,18,2016,5,15,19,2016-05-15
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night.",rocking out at a guns n roses show the iconic riffs of sweet child o mine echoing in the night,Iconic,Twitter,2018-12-10 22:30:00,GunsNRosesRiffRockstar,#Iconic #GNRConcert,45.0,22.0,USA,100,20,2018,12,10,22,2018-12-10
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony.",in the crowd of an ariana grande concert the high notes of into you create a euphoric symphony,Euphoria,Facebook,2023-01-22 20:00:00,ArianaEuphoriaChaser,#Euphoria #ArianaGrande,70.0,35.0,USA,98,18,2023,1,22,20,2023-01-22
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul.",swaying to the reggae vibes of bob marleys tribute concert each chord a journey to jamaicas soul,Journey,Instagram,2020-03-05 18:45:00,MarleyReggaeTraveler,#Journey #BobMarleyTribute,60.0,30.0,Jamaica,100,17,2020,3,5,18,2020-03-05
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere.",captivated by the spellbinding plot twists the audience applauds experiencing a rollercoaster of emotions at the movie premiere,Excitement,Twitter,2018-10-12 20:00:00,MovieEnthusiastPremiereAttendee,#Excitement #MoviePremiereThrills,80.0,40.0,USA,130,18,2018,10,12,20,2018-10-12
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films.",as the credits roll a profound sense of nostalgia washes over reminiscent of cherished moments in classic films,Nostalgia,Instagram,2019-06-25 22:15:00,FilmLoverNostalgiaSeeker,#Nostalgia #ClassicFilmMoments,70.0,35.0,UK,114,18,2019,6,25,22,2019-06-25
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy.",streaming the latest web series the viewer is engrossed in the characters journey feeling a sense of connection and empathy,Engagement,Facebook,2020-07-08 19:30:00,WebSeriesViewerCharacterConnection,#Engagement #WebSeriesJourney,60.0,30.0,Canada,127,20,2020,7,8,19,2020-07-08
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment.",at the film festival the indie filmmakers creation receives a standing ovation evoking pride and a sense of accomplishment,Pride,Twitter,2017-09-18 21:45:00,IndieFilmmakerFestivalSuccess,#Pride #IndieFilmSuccess,45.0,22.0,Australia,126,19,2017,9,18,21,2017-09-18
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow.",watching a heartwarming family drama tears flow freely as the characters overcome challenges leaving the viewer with a warm glow,Touched,Instagram,2021-01-15 18:00:00,DramaEnthusiastHeartwarmingMoments,#Touched #FamilyDramaMoments,55.0,28.0,India,131,20,2021,1,15,18,2021-01-15
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance.",at the oscars the actor graciously accepts an award radiating joy and gratitude for the recognition of their outstanding performance,Gratitude,Facebook,2016-02-28 20:30:00,AwardWinningActorOscarsRecipient,#Gratitude #OscarWinningMoment,35.0,18.0,USA,135,20,2016,2,28,20,2016-02-28
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity.",discovering a hidden gem in the world of documentaries the viewer is enlightened and inspired feeling a renewed sense of curiosity,Inspiration,Twitter,2022-04-20 17:30:00,DocumentaryEnthusiastHiddenGemFinder,#Inspiration #HiddenGemDiscovery,45.0,22.0,France,133,21,2022,4,20,17,2022-04-20
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline.",as the movie credits roll the viewer experiences a mix of awe and contemplation pondering the deeper meanings woven into the storyline,Contemplation,Instagram,2019-11-05 21:15:00,FilmBuffContemplativeViewer,#Contemplation #DeepMeanings,55.0,28.0,Germany,137,22,2019,11,5,21,2019-11-05
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline.",bingewatching a thrilling crime series the suspense keeps the viewer on the edge of their seat creating a rush of adrenaline,Suspense,Facebook,2015-07-12 22:00:00,CrimeSeriesEnthusiastThrillSeeker,#Suspense #CrimeSeriesThrills,70.0,35.0,Japan,128,21,2015,7,12,22,2015-07-12
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending.",as the closing scene unfolds a sense of satisfaction washes over completing the cinematic journey with a profound and fulfilling ending,Satisfaction,Twitter,2020-09-10 19:45:00,FilmCriticSatisfactionSeeker,#Satisfaction #FulfillingEnding,45.0,22.0,Brazil,138,21,2020,9,10,19,2020-09-10
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team.",celebrating a historic victory in the world cup the nation erupts in joy united by the triumph of their football team,Joy,Instagram,2018-07-15 21:30:00,FootballFanWorldCupCelebration,#Joy #WorldCupTriumph,80.0,40.0,Brazil,120,21,2018,7,15,21,2018-07-15
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement.",at the olympics the athletes perseverance shines through earning a gold medal and inspiring a generation with their remarkable achievement,Inspiration,Twitter,2020-08-08 19:45:00,OlympicsEnthusiastGoldMedalWinner,#Inspiration #OlympicAchievement,70.0,35.0,USA,142,20,2020,8,8,19,2020-08-08
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions.",in the cricket championship a nailbiting finish leaves fans on the edge of their seats experiencing a rollercoaster of emotions,Excitement,Facebook,2019-06-25 22:15:00,CricketFanChampionshipThrills,#Excitement #CricketChampionship,60.0,30.0,India,131,20,2019,6,25,22,2019-06-25
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners.",witnessing a recordbreaking marathon spectators are filled with awe and admiration for the endurance and dedication of the runners,Admiration,Instagram,2021-11-07 17:30:00,MarathonSpectatorRecordBreaking,#Admiration #MarathonRecords,45.0,22.0,Kenya,133,19,2021,11,7,17,2021-11-07
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage.",in the tennis grand slam a fierce rivalry unfolds captivating fans with a display of skill and sportsmanship on the world stage,Captivation,Twitter,2017-09-10 20:15:00,TennisEnthusiastGrandSlamDrama,#Captivation #TennisRivalry,55.0,28.0,UK,130,22,2017,9,10,20,2017-09-10
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title.",cheering for the underdog in the basketball finals the crowd erupts in applause as the team defies odds to claim the championship title,Triumph,Facebook,2022-06-20 21:00:00,BasketballFanUnderdogTriumph,#Triumph #BasketballFinals,35.0,18.0,USA,137,23,2022,6,20,21,2022-06-20
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill.",at the golf tournament the golfers precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill,Awe,Instagram,2016-04-10 18:30:00,GolfEnthusiastPrecisionVictory,#Awe #GolfVictory,45.0,22.0,Scotland,138,22,2016,4,10,18,2016-04-10
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship.",experiencing the thrill of a highspeed formula 1 race fans are on the edge of their seats as drivers compete for the championship,Thrill,Twitter,2019-11-24 19:45:00,F1FanHighSpeedRaceExcitement,#Thrill #Formula1Championship,55.0,28.0,Germany,132,23,2019,11,24,19,2019-11-24
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds.",in the cycling world championship the climber conquers challenging terrains symbolizing determination and achievement against all odds,Determination,Facebook,2015-09-28 22:30:00,CyclingEnthusiastWorldChampion,#Determination #CyclingChampion,70.0,35.0,Italy,137,17,2015,9,28,22,2015-09-28
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity.",witnessing a heartwarming comeback in the hockey finals fans share tears of joy as the team secures a historic victory after adversity,Heartwarming,Instagram,2020-12-12 20:00:00,HockeyFanComebackVictory,#Heartwarming #HockeyFinalsComeback,45.0,22.0,Canada,136,22,2020,12,12,20,2020-12-12
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season.",after a series of defeats the soccer team faces disappointment struggling to find the silver lining in a challenging season,Disappointment,Twitter,2019-11-02 18:45:00,SoccerFanTeamDefeats,#Disappointment #SoccerDefeats,80.0,40.0,Brazil,126,20,2019,11,2,18,2019-11-02
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events.",in the tennis tournament a highly anticipated player experiences a setback leaving fans in shock and questioning the unforeseen turn of events,Frustration,Instagram,2018-07-10 21:15:00,TennisEnthusiastUnexpectedSetback,#Frustration #TennisSetback,70.0,35.0,USA,145,22,2018,7,10,21,2018-07-10
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout.",facing a defeat in the championship the boxer reflects on the challenges vowing to return stronger and more determined in the next bout,Reflection,Facebook,2020-09-18 19:30:00,BoxingFanChampionshipDefeat,#Reflection #BoxingDefeat,60.0,30.0,UK,138,23,2020,9,18,19,2020-09-18
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle.",in the midst of a cycling race a tire blowout leads to frustration for the cyclist who valiantly tries to overcome the unexpected obstacle,Obstacle,Twitter,2017-05-15 22:00:00,CyclingEnthusiastTireBlowout,#Obstacle #CyclingFrustration,45.0,22.0,France,141,24,2017,5,15,22,2017-05-15
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports.",the gymnasts unexpected fall during a routine sparks a wave of sympathy from the audience highlighting the vulnerability of sports,Sympathy,Instagram,2021-04-05 20:15:00,GymnasticsFanRoutineFall,#Sympathy #GymnasticsFall,55.0,28.0,Japan,133,20,2021,4,5,20,2021-04-05
"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition.",in the golf tournament a missed crucial putt results in defeat causing the golfer to reflect on the pressure of highstakes competition,Pressure,Facebook,2016-08-20 18:30:00,GolfEnthusiastMissedPutt,#Pressure #GolfDefeat,35.0,18.0,USA,138,22,2016,8,20,18,2016-08-20
"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort.",experiencing a series of losses in the basketball season the team grapples with frustration determined to turn the tide with renewed effort,Renewed Effort,Twitter,2019-02-12 19:45:00,BasketballFanTeamLosses,#RenewedEffort #BasketballStruggles,45.0,22.0,Canada,142,22,2019,2,12,19,2019-02-12
"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race.",despite meticulous training the swimmer faces disappointment as a splitsecond miscalculation costs them the lead in a crucial race,Miscalculation,Instagram,2015-06-28 20:00:00,SwimmingEnthusiastRaceSetback,#Miscalculation #SwimmingDisappointment,55.0,28.0,Australia,133,19,2015,6,28,20,2015-06-28
"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits.",the weightlifters failed attempt at a personal record results in frustration highlighting the challenging nature of pushing physical limits,Challenge,Facebook,2022-01-08 21:30:00,WeightliftingFanFailedRecord,#Challenge #WeightliftingFailure,70.0,35.0,Germany,142,19,2022,1,8,21,2022-01-08
"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them.",in the midst of a soccer match an unexpected own goal creates a moment of despair for the player as teammates console and encourage them,Despair,Twitter,2018-12-15 20:15:00,SoccerPlayerOwnGoalMoment,#Despair #OwnGoal,45.0,22.0,Spain,139,25,2018,12,15,20,2018-12-15
"In the serene beauty of a sunset, nature unfolds a canvas of colors, evoking a sense of tranquility and wonder.",in the serene beauty of a sunset nature unfolds a canvas of colors evoking a sense of tranquility and wonder,Tranquility,Instagram,2021-07-10 19:00:00,NatureEnthusiastSunsetWonder,#Tranquility #SunsetBeauty,80.0,40.0,Canada,111,20,2021,7,10,19,2021-07-10
"Embarking on a spontaneous road trip, the traveler discovers hidden gems, creating memories that will be cherished for a lifetime.",embarking on a spontaneous road trip the traveler discovers hidden gems creating memories that will be cherished for a lifetime,Adventure,Twitter,2019-09-28 20:30:00,TravelEnthusiastRoadTripDiscovery,#Adventure #RoadTripMemories,70.0,35.0,USA,130,20,2019,9,28,20,2019-09-28
"Amidst the bustling city, a quiet café becomes a sanctuary for reflection, where a cup of coffee brings solace to the wandering mind.",amidst the bustling city a quiet caf becomes a sanctuary for reflection where a cup of coffee brings solace to the wandering mind,Solace,Facebook,2022-03-15 18:45:00,UrbanExplorerCafeSolitude,#Solace #CafeReflection,60.0,30.0,France,133,23,2022,3,15,18,2022-03-15
"Exploring the vibrant street art of a cultural neighborhood, each mural tells a story, infusing the city with creativity and expression.",exploring the vibrant street art of a cultural neighborhood each mural tells a story infusing the city with creativity and expression,Creativity,Instagram,2017-11-05 21:15:00,ArtEnthusiastStreetArtExploration,#Creativity #StreetArtVibes,45.0,22.0,Brazil,136,21,2017,11,5,21,2017-11-05
